customer_message,support_response,intent
@VerizonSupport The only reason I reached out to you was because the two accounts are obviously linked together,"If the accounts are linked, please go to reset password and then contact Yahoo via the link we provided.",account_login
how long til y'all fix the internet outage in Virginia,Please check here for outage updates here https://t.co/m1NAqa0jR2 . Do you have Fios or DSL with us?,internet_wifi_issue
I have been calling since Friday and no one has done their job in helping me,We can and would like to help. Please follow and DM us to continue.,mobile_phone_issue
"Thanks . You took away from me. being a jerk, tho'. https://t.co/Al7YxTevU6",Check here for details/updates on the situation about the broadcaster here. https://t.co/KNEqkkpqq3,internet_wifi_issue
Hey if you drop from your channels I’m dead ass dropping you for BYE BYE,Drop them like its hot! We'd love to have you in the Fios family. Please check here for availability: https://t.co/qMTER1SGyQ,tv_fios_content
avg wait time 20 mins hmmm long past that with no end in sight https://t.co/0SVpujmkCz,We're here for you! What's going on?,internet_wifi_issue
"@VerizonSupport No dsl got a new router, phones work in outlets but not internet Modem light for dsl stays red. Were told no issues in lines",Let's work on it! Please follow and DM us at your convenience.,equipment_router
"Never taking again, took a pre paid card. Afterwards it didn't work on my phone. Can't get my money back, bye $90 👎 @VerizonSupport",What happened? We'd be glad to investigate this for you. Do you have residential or cellular service with us?,mobile_phone_issue
@VerizonSupport There was the red globe. But it is up and working now. :),We're glad to hear! Please let us know if we can help with anything else.,equipment_router
"@VerizonSupport I did, I reset the box and the main box as well. Only on this channel too all others are working",Let us take a look at your account. Please follow and DM us.,tv_fios_content
"Yah fuck y’all literally have the shittiest network, it’s useless. https://t.co/Q4GL0GHYXm",We'd like to help! Is this regarding Fios or Wireless (mobile) service?,internet_wifi_issue
@VerizonSupport STB problems still on hold 1hour 30 mins now,Let's work on it. What's going on with your STB?,complaint_escalation
since ur a provider who isnt providing the channel i want i guess that means ull be waiving the cancellation fees #univision,Allow us to address your concerns further. Send is a DM so we may verify your info to start.,tv_fios_content
"@VerizonSupport I live in Amsterdam, so I just needed it for one month.",What's your zip code?,equipment_router
"@VerizonSupport Updated my phone, reset the whole nine, still a no go","Thank you, is this also happening with the Fios Mobile app?",mobile_phone_issue
@VerizonSupport Well if you'd answer the phone I'd gladly tell you this is a jok e at this point,We're able to assist here. Please follow and DM us so we can discuss further.,mobile_phone_issue
@VerizonSupport They put there store's zip code in the system,We want to provide the correct support. Is this prepaid card for Cellular or Residential services?,installation_availability
@VerizonSupport It's about number 323 381 9161,Thank you. This residential number is based in California?,complaint_escalation
@VerizonSupport No one is answering,Thank you. We currently have four chats waiting in the queue. Our agents are working as fast as they can to get to you.,internet_wifi_issue
@VerizonSupport Yes,Thank you for clarifying. We'll refer this to our wireless colleagues since we handle Fios and DSL accounts.,billing_charges
@VerizonSupport I've been trying to tell you but it's almost like no ones home. Thanks for ruining playoff baseball for me tonight btw,Please DM us so we can take a look at your service.,installation_availability
"I need to schedule a truck to my home to reconnect fiber optic cable from street pole to ONT in my basement, Can you help me schedule?","Yikes, what happened to that cable?",equipment_router
"@VerizonSupport ""we are currently experiencing a 4 minute wait"" ...25 minutes later your hold music is still terrible.",We can't have you waiting there when we are right here. What's going on that has you calling in?,internet_wifi_issue
@VerizonSupport I wonder if I was trying to get service for the first time would i be on hold for 2 hours then ??,We can assist you here. Please DM us for further assistance.,complaint_escalation
"@VerizonSupport Renovation to our home, lots going on!","Absolutely, follow us and send a DM so we may verify your info to get started.",internet_wifi_issue
@VerizonSupport I've been on hold for 2 hours now listening to the worst music known to man I don't wanna dm I want a person on the phone,We can assist from here if you DM us. If you would prefer to wait on the phone that is completely your choice but we are here for you.,mobile_phone_issue
@VerizonSupport I called in my wifi issue Sunday morning and was told it would be resolved by 5pm today. Didn't happen. Status update?,"Anything showing here, https://t.co/HULAryXfZL ,for issues in your area still?",internet_wifi_issue
@VerizonSupport Cellular,Let us get this over to our wireless counterparts for all your mobile concerns .,mobile_phone_issue
@VerizonSupport Phone tv and internet have been down since before 5pm and trying to reach someone to help trouble shoot this has been useless,"Understood, do you happen to know where the BBU is located so we may verify power to it both services are impacted? https://t.co/7fSKR3Cqz2",internet_wifi_issue
@VerizonSupport is MyVerizon down right now? I have been getting error message all day long.,"Let's take a look. Anything showing here, https://t.co/fsuRcEk47n for possible issues in your area?",tv_fios_content
@VerizonSupport How about Dm a number that puts me straight through this is getting silly now headed to the 2 1/2 hour mark,We can assist you here with your service.,complaint_escalation
@VerizonSupport have gotten phone calls and mail saying I haven’t returned equipment but have an email AND text saying you received,Do you have a return receipt for your shipment?,mobile_phone_issue
