customer_message,support_response
@VerizonSupport Sadly you're not available in my area. #Cambridgema,"@173440 We wish we was, we are always expanding so keep checking back.
^ADP"
"@115722 Is there a way to make the font size larger on the guide? Its tough to read from 12 feet away on a 32"" TV.",@362604 Switching to SD will enlarge the guide info but will cause issue with all other aspects of your viewing. ^RMD
@VerizonSupport have a late fee on my bill but I'm pretty sure it shouldn't be there. Any help is appreciated,"@368896 Hi Rory, are you set up with automatic payments? Did you pass the due date?
^ADP"
Verizon is a phone company that doesn’t have a phone number for customer service?  @VerizonSupport,"@368897 We are here to assist with most tings. If you would prefer thoug, we can be reached at 8008374966. ^RMD"
"@VerizonSupport stop throttling my internet jfc. I can't even load a chrome page, or watch a stream","@543872 We do not throttle the internet. Can you try to restart your devices and router this clears internet traffic that is coming and going?
^ADP"
"@VerizonSupport Right, not the best of solutions. :) I'm assuming the ultimate answer is no then?","@362604 Correct!
^JAY"
@VerizonSupport Not set up on auto and pretty sure I didn't go past the due date on last month as I def did the month previous and payed the $5 on last bill,@368896 Have you had a chance to login to your account at https://t.co/gkmHFnzJtb to take a look at your bill and your bill due date? ^RMD
@VerizonSupport now shows last month owed 44.01 instead of having a credit.  Nothing is matching up to what was discussed last month about getting credit,"@368895 When you log in to the app, does it show what you expected to see? ^RMD"
@VerizonSupport ESPN isn't broadcasting sound,"@369237 Good afternoon Karl, is this happening on any other channels? Any other TV's? ^RMD"
@VerizonSupport All other channels are fine. Only ESPN is without sound.,"@369237 Try to turn off your set top box and turn it back on. Do you have any other TV's to chek the ESPN channel on to duplicate this issue?
^ADP"
@VerizonSupport Don't know what I am seeing cuz line items are not online for total.  I want to see requested service change &amp; STB return.  Calling support,"@368895 The https://t.co/gkmHFnzJtb website will give you the most updated information.
^JAY"
@115725 does this have anything to do with my cable or phone service? It's been sitting like this for about 2 weeks https://t.co/BhRz3niEQk,@369650 We can help! Please follow and DM so we can continue. ^DDG
"@VerizonSupport Also, the website is buggy on Google Chrome.  Works better on Safari.","@368895 If your MyFios app and online match. It would be safe to go with that info rather than your paper bill. ^DDG
^DDG"
@VerizonSupport I woke up this morning and my service is no longer there. Everyone else on my plan is fine except for me...why is that,@370291 Could you tell us a little more please. Was this your home or cell account? ^RMD
@115722 what channel is @371370 on? At a bar that can’t find it. Thank you!,"@371369 Help is here! Use this link to search channels in your area. ^DDG 
https://t.co/1zLRuzRmuZ"
@115725 @VerizonSupport I'd rather be able to stop robo calls from no caller ID without you wanting to charge for service landline do free https://t.co/HEbp7eYHHr,@371368 Help is here! What area are you located? ^DDG
@VerizonSupport Why did they offer none when I called and was also passed to supervisor suggested I look for a free app,@371368 Are your concerns in reference to your residential or mobile account with us? ^DDG
"@115725 New wireless account has fraud alert.tried 4 chats 3 calls&amp;fraud dept, told it was taken care of, still not still can’t get help. 2 days.","@371367 Gotcha. We need to speakk with @115990, looping them in now. ^RMD"
"@115722 Extremely tired of this happening every time I'm trying to watch tv. Fix it, send me a new tv box or something @VerizonSupport https://t.co/WazYRGrWID",@361887 That appears to be a wiring isue. Please follow and DM us when you haves a moment. ^RMD
@VerizonSupport Crickets,"@371368 Let us get this over to our wireless counterparts for all your mobile concerns @115990.
^NHP"
"@136912 Nothing...FIOS Internet is out (@VerizonSupport). Fortunately, we also like to read.","@283687 Yikes! Have you spoken to anyone on this issue?
^JAY"
@115722 They still couldn’t answer the question after 10 minutes of looking. It’s a very simple question: what does my plan include?,"@117622 Shilpa, an email was sent with details per your request. If you have any other questions or concerns, please let us know. ^LVR-S"
@VerizonSupport I need answers or I'm gonna have to cancel the center ice package. This is absurd,@305399 Please follow and DM so we can continue. ^DDG
@VerizonSupport Just lift the blackout for the Penguins game,"@305399 The broadcaster has control over the games. 
^NHP"
@VerizonSupport You're the broadcaster,"@305399 We are rebroadcasting the signal we do not own it, like all providers.
^JAY"
@VerizonSupport Who is in charge of the center ice package? Where do I direct my complaints?,@305399 We do provide the NHL broadcast but have no control over the content they choose to provide.  ^JRA
After 10yrs with @115725 I am seriously considering changing providers due to the customer service received over the past 3 days.,@373162 That's not good at all Aaron! Are your concerns in reference to your residential or mobile account with us? ^DDG
"@VerizonSupport My mobile account, &amp; I have apparently  spoken to everyone with the authority or ability to help. I am extremely frustrated.","@373162 Let us get this over to our wireless counterparts for all your mobile concerns @115990.
^NHP"
@115722 How long does it take to activate center ice after ordering on your website?,@373161 That can take up to 24 hours but is usually much faster than that. ^RMD
"@115725 @VerizonSupport @115722 Support did not go well, the highlight was me declaring that they are without honor and a little GoT shame.",@355098 Our apologies. We understand a tech will be coming out tomorrow to address the issue further. ^JRA
@VerizonSupport ok thanks. I’ll keep checking.,@373161 Not a problem. If you check your order is should also have the date the order is due. ^JRA
"@115722 No. When I want to watch a movie, I want to go to VOD to see ""what's new"" on the channels I pay for.  It's the lack of menu on your VOD.",@150240 Please follow and DM us so we can take your feedback on that issue. ^RMD
@VerizonSupport I can't call anyone but they can call me what do I do (I have a galaxy S5),"@373737 Let us partner you with our Verizon Wireless Team @115990.  We will get this over to them for you. 
^FEM"
@115722 is there a reason why the sec network’s picture keeps going in and out? $200 a month for rabbit ear quality picture?,@373734 That's not good at all! Are you having the same experience with this channel on all tvs? ^DDG
@VerizonSupport No,@373734 Can you check the coax connection on the back of the box and at the wall? Make sure they are good and tight. ^FEM
@168151 @VerizonSupport why!?!?! I'm missing a great game. What am I paying for? https://t.co/yLoYwKkeOz,@305399 Our apologies as we have no control over sports blackouts.  ^JRA
@VerizonSupport They’re good,@373734 If that is the case you may want to reseat the connections. This may make for better contact since the issue is isolated to just 1 TV. ^JRA
"Hey @115722 - why is the Florida-Pittsburgh game on NHL Center Ice blacked out tonight, when I'm in the NYC area??  #NHLCenterIce",@266533 Unfortunately we have no control over area blackouts. We certainly do apologize for the inconvenience. ^DDG
@115722 is there any plans on releasing fios in Toledo Ohio?,@390819 We appreciate your interest in Fios. Unfortunately we have no info on when that may take place.  ^JRA
"@VerizonSupport Any help? I'm supposed to get up to 100, thx. U guys r g8 btw. https://t.co/5b74iOGJpc",@357686 Let's see what we can d. Was that test from a wired or wireless connection? ^RMD
@VerizonSupport Well who does control it?  Clearly neither Pittsburgh nor Florida are local markets for NY.  Does someone need a geography lesson?,"@266533 We would suggest checking with the NHL as we have no control over the content they provide and if it is a regional blackout. 
^JRA"
